Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.656122899114847e-08,2.812892542149141e-16,1.020165641142825e-08,6.666901530797524e-08,-0.0113346586189311,0.0607580357729595,2.886364977905899,9.252832613965335,0.0,5.3943180116091285e-08,1.6771680124987904e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.510063526751541e-05,5.645110632503712e-11,9.705613346772207e-06,3.528377055547735e-05,-0.000112760096662,0.0509716953262455,4.344651707517725,23.28694716308076,0.0,3.4771448490979445e-05,7.5133951263751e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.0854704974046554e-06,1.0803635511352298e-13,1.0074969841229044e-06,2.1690016874091756e-06,0.5109690259462994,0.1123735305669006,0.5017753044410852,0.047969835125417276,0.0,1.4003962833044312e-06,3.286888423928062e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.1920190218621148e-07,2.778929568069715e-14,9.416816337338664e-08,6.136427160546255e-07,0.0001951886705329,0.0759863889472458,1.4524621359091527,2.197735637758071,0.0,5.840720623303032e-07,1.6670121679429082e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.245952881211625e-06,4.890606722169948e-13,1.0091744526738845e-06,3.605942900589478e-06,-3.776269572425157e-05,0.0745593718141202,1.8835726369738508,4.406932479949326,0.0,3.1279997189609004e-06,6.99328729723722e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,3.993709129944937e-08,1.5581943855527727e-16,9.935863875084944e-09,5.111858366122813e-08,0.0001040482220213,0.0421736568456787,1.8137587764968974,3.457427350674325,0.07736844779731666,4.461165433909441e-08,1.2482765661313896e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.4285530085202624e-08,6.695931059326353e-16,1.0332315496611507e-08,1.0189758117521294e-07,-9.920277029305042e-06,0.039764444603185,2.957173248313549,12.419924964618302,0.0,9.61645028493707e-08,2.5876497172775053e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.8558210632755886e-06,2.7886458650824297e-13,1.091884718549577e-06,3.1900529015509495e-06,0.6438848846203952,0.1354366076190484,0.47374609475695617,-0.5923677376590605,0.05561494252132948,2.153248744186667e-06,5.280763074672475e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,3.0870982965497943e-07,6.5463410364043306e-15,1.0851758604910186e-07,3.9912074307700587e-07,-0.0143675512643725,0.0644239113303974,2.5825822524356585,8.489488201949674,0.0,2.727147609641298e-07,8.09094619708e-08
20,parameters/encoder.roberta.encoder.layer.1.output.dense.weight,1.93817316093096e-06,1.3945116733038529e-12,9.572604587292196e-07,4.933736935966113e-06,5.649138364106832e-05,0.0527436002953514,4.643839318838599,24.56720095259758,0.0,9.943674254661733e-07,1.1808944378325494e-06
21,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.weight,5.2786047773927165e-09,4.388240814054348e-18,1.0563619183078698e-09,8.662842447805187e-09,0.563354952842928,0.1337718840011416,0.3137845192243357,-0.7622508294475911,0.0938799014617326,2.6083550004362174e-09,2.094812835089175e-09
22,parameters/encoder.roberta.encoder.layer.2.attention.self.query.weight,1.0585634502634822e-08,4.571910163968703e-16,1.0209020143917082e-08,8.222473519195032e-08,-0.0015558327343114,0.0693338446486832,1.6494257308130393,2.113677265814829,0.0,5.012203885771316e-08,2.138202554476237e-08
23,parameters/encoder.roberta.encoder.layer.2.attention.self.key.weight,3.6567689122659363e-06,5.551762717856135e-12,9.57514842824276e-07,9.213841042399815e-06,6.384512236459904e-05,0.0683007588039099,1.641719898804525,3.6111375984726886,0.021711839947093515,3.995353707691183e-06,2.356217884206835e-06
24,parameters/encoder.roberta.encoder.layer.2.attention.self.value.weight,3.6157516544865814e-06,9.45057147069293e-13,1.065490052851997e-06,4.597361322982721e-06,-0.0003400633170984,0.0463167858432113,2.4053957797121144,6.118641015479235,0.0,2.6499250517955627e-06,9.721404975975917e-07
25,parameters/encoder.roberta.encoder.layer.2.attention.output.dense.weight,4.911220153945875e-07,3.705586278666145e-14,1.006608325245101e-07,7.30854348234237e-07,3.742173555552434e-05,0.0414278927484812,2.8472781340429316,10.947713367754528,0.0,1.0268896137977116e-07,1.9249899424844131e-07
26,parameters/encoder.roberta.encoder.layer.2.attention.output.LayerNorm.weight,1.33911585098645e-09,1.6568034728950193e-18,1.0455835489246066e-09,5.571659619217522e-09,0.7251724091474895,0.1598234007989121,0.2938342586076167,-0.732268176830654,0.0,3.952797741062568e-09,1.2871687818211793e-09
27,parameters/encoder.roberta.encoder.layer.2.intermediate.dense.weight,2.7046954964311936e-07,2.782644618721974e-14,1.0234492385000047e-07,7.254424595515909e-07,-0.0120867382125935,0.0654896861363612,2.257727428960283,5.316948880527678,0.07248801266136902,6.039315858179764e-07,1.6681260799837566e-07
28,parameters/encoder.roberta.encoder.layer.2.output.dense.weight,3.1018205833227163e-09,7.273981506280554e-19,9.913749263372475e-10,3.973574323524781e-09,-3.7825709321953616e-05,0.0529898501126537,3.577965703507113,15.493567929037855,0.0,3.3320942183333837e-09,8.528763982125753e-10
29,parameters/encoder.roberta.encoder.layer.2.output.LayerNorm.weight,1.216316003006338e-07,6.243121281462272e-15,9.640278277008707e-08,3.811510353663236e-07,0.6014426031130518,0.1366549772009035,0.21908325453346816,0.003959028831842369,0.0,2.1998903888102417e-07,7.901342469139199e-08
30,parameters/encoder.roberta.encoder.layer.3.attention.self.query.weight,4.467669256197018e-06,5.978019496734843e-12,9.845778498934026e-07,9.253082307223392e-06,4.245785264334211e-05,0.0730500181582212,1.6718929727265832,2.4318266235799317,0.0,6.297631066375268e-06,2.4449988745876433e-06
31,parameters/encoder.roberta.encoder.layer.3.attention.self.key.weight,5.418150511476192e-08,4.761771436093932e-16,1.0180021955593664e-08,8.712287331074859e-08,-0.0001044009550747,0.0706972257171937,1.573209030345108,3.429564983042018,0.05318522847162475,3.9713223721388204e-08,2.1821483533650803e-08
32,parameters/encoder.roberta.encoder.layer.3.attention.self.value.weight,1.1968801389807026e-07,4.0922948415067767e-17,1.0006609986983004e-07,1.2365872193990387e-07,0.0003005280908609,0.0468599119080456,1.950614383676314,5.429413387414962,0.0,1.0063684701252724e-07,6.397104690019366e-09
33,parameters/encoder.roberta.encoder.layer.3.attention.output.dense.weight,2.8150981121901536e-08,4.9376671435420304e-17,9.270360720344188e-09,3.090433111506063e-08,-3.604736994115997e-05,0.0434356040770066,2.7337756625241196,8.682808858543181,0.0,1.856554348702654e-08,7.026853594278189e-09
34,parameters/encoder.roberta.encoder.layer.3.attention.output.LayerNorm.weight,1.2958252829270085e-06,1.801997729056275e-12,9.596202259126084e-07,5.130820509166365e-06,0.7534604913671498,0.1650337278590578,0.3198265284638786,-0.7374326656788928,0.053035228224146906,1.5163919246626967e-06,1.3423850897027554e-06
35,parameters/encoder.roberta.encoder.layer.3.intermediate.dense.weight,4.752671861964452e-07,3.862898541817856e-14,9.132347582381054e-08,7.205071643382781e-07,-0.0102338210180238,0.0642531832515033,2.137475217252842,6.123020566392525,0.04018977456114159,1.913059028930899e-07,1.9654257914807814e-07
36,parameters/encoder.roberta.encoder.layer.3.output.dense.weight,1.1735403083007749e-07,2.969337510470491e-16,9.986459048673931e-08,1.6184276706464617e-07,-4.967977173481456e-05,0.0523298965353802,3.9893016064610505,20.420326258949036,0.0,1.03400738068855e-07,1.7231765755344085e-08
37,parameters/encoder.roberta.encoder.layer.3.output.LayerNorm.weight,2.3087635040572707e-05,5.180361571399524e-11,1.0990136410478922e-05,3.7889017692993266e-05,0.6169147743106195,0.1365309746571016,-0.1464191109111127,-1.123605808051908,0.0,3.141710011740741e-05,7.19747286997285e-06
38,parameters/encoder.roberta.encoder.layer.4.attention.self.query.weight,1.0754608299637615e-07,2.7151701285166455e-16,9.971658437722216e-08,1.5594465541695433e-07,0.0009779158548642,0.0744540422819801,1.1678866107240564,2.2901047186713512,0.0,1.506838138969456e-07,1.647777329773852e-08
39,parameters/encoder.roberta.encoder.layer.4.attention.self.key.weight,1.27137009006987e-07,3.01537679018908e-17,1.0690782028462402e-07,1.2790564630889067e-07,8.675807320597683e-05,0.0716491439088896,1.6664069455671753,4.002278087051675,0.0,1.2084596063164164e-07,5.4912446587172565e-09
40,parameters/encoder.roberta.encoder.layer.4.attention.self.value.weight,3.4615136784667217e-09,3.938513081407558e-19,1.0496978104014634e-09,3.5074813821871833e-09,-0.000289280431894,0.0484593440954667,1.4028225594781425,2.895521014896981,0.05900327053043972,2.8458975720476877e-09,6.275757389676212e-10
41,parameters/encoder.roberta.encoder.layer.4.attention.output.dense.weight,3.688908704962786e-08,1.6597333939244566e-16,1.0418173545409564e-08,5.391813598246206e-08,1.189333337647505e-05,0.0435317783055219,2.3889180124813185,8.526649121356737,0.09893924778443514,5.2700368872996254e-08,1.2883064052951286e-08
42,parameters/encoder.roberta.encoder.layer.4.attention.output.LayerNorm.weight,2.2997891910735645e-08,4.268494459118579e-17,1.0141801135960178e-08,3.304908687558269e-08,0.7836652314290401,0.1593648459824354,0.20536243050358405,-0.5768509357903093,0.08737642201567282,2.9627106227638386e-08,6.533371609757537e-09
43,parameters/encoder.roberta.encoder.layer.4.intermediate.dense.weight,1.2041478894554357e-06,3.485599172443345e-14,9.046784530999015e-07,1.4556414338073812e-06,-0.0095247338429308,0.0609355466553567,2.0263966808930753,6.670778735596607,0.0,1.2946693881189836e-06,1.8669759431881667e-07
44,parameters/encoder.roberta.encoder.layer.4.output.dense.weight,7.069501020503161e-07,6.33727591666525e-14,1.0560575110929459e-07,1.0044462193389908e-06,0.0001100690043082,0.0503631681559557,4.946062658451473,32.407052179788685,0.05991104255292865,8.695980119946827e-07,2.517394668435057e-07
45,parameters/encoder.roberta.encoder.layer.4.output.LayerNorm.weight,1.4971420032071147e-07,2.87517842883285e-16,1.0311212624879861e-07,1.6090213744917875e-07,0.6545842338042951,0.127847026424967,-0.1902516437008992,-0.9435611448742977,0.0,1.3272966006146061e-07,1.695635110757279e-08
46,parameters/encoder.roberta.encoder.layer.5.attention.self.query.weight,1.6333834864441423e-06,4.886482190836039e-13,9.235436874700676e-07,3.0731724430518496e-06,-0.0001046638364969,0.070590131225837,1.7434432069027668,2.9871178429961343,0.0,1.277601201035147e-06,6.990337753525245e-07
47,parameters/encoder.roberta.encoder.layer.5.attention.self.key.weight,2.818568146361942e-08,5.046468467805255e-16,9.751591488293497e-09,8.694749785831815e-08,6.835768378252172e-05,0.0680477883751661,1.787268087407753,3.9742134608842163,0.0,7.695668207590855e-08,2.2464346124036758e-08
48,parameters/encoder.roberta.encoder.layer.5.attention.self.value.weight,1.6263354821066175e-06,2.998047498142297e-14,1.0604912830028415e-06,1.682831388794477e-06,0.00013218339069,0.0513206696595444,1.6588213897548951,2.864550483850531,0.0699128005089563,1.3492143851282877e-06,1.731487077093646e-07
49,parameters/encoder.roberta.encoder.layer.5.attention.output.dense.weight,6.084707575750468e-08,4.065008671167069e-16,9.029502215648782e-09,7.58381430068332e-08,4.277791706319392e-06,0.0449579236140381,2.700999997584216,8.320225288503172,0.06507438513697761,3.44448458470012e-08,2.0161866657547037e-08
50,parameters/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.weight,5.94640346912447e-07,3.667651799786233e-14,1.0756523767466248e-07,8.751174038976949e-07,0.7931175937216413,0.1546967895656804,0.027506596938660643,-0.6399569126946082,0.043634750056685025,5.508982768527974e-07,1.9151114327334152e-07
51,parameters/encoder.roberta.encoder.layer.5.intermediate.dense.weight,2.3245772536412647e-05,1.6432126474247646e-11,1.0925330648065615e-05,2.6456708650460834e-05,-0.0074673674207461,0.057875513398602,2.1530458445051948,7.219482781747661,0.0,2.1733602903878785e-05,4.053655939303143e-06
52,parameters/encoder.roberta.encoder.layer.5.output.dense.weight,2.6071111153242126e-05,5.90447032953901e-10,9.350581502617052e-06,9.211906071439578e-05,0.0002828327920922,0.04813011779609,4.88248824954038,30.49870530038616,0.0,2.0997060686778332e-05,2.429911588831785e-05
53,parameters/encoder.roberta.encoder.layer.5.output.LayerNorm.weight,1.3597339978916102e-07,1.2981780605372449e-14,1.0217719658496835e-07,5.070963089012609e-07,0.6496561733268508,0.1307489597277522,0.07041586815980577,0.14725670640607272,0.0,3.5132312670620055e-07,1.1393761716558957e-07
54,parameters/encoder.roberta.encoder.layer.6.attention.self.query.weight,3.6400440964237886e-07,1.2923944154982548e-14,1.036672081658217e-07,4.934402377844453e-07,4.152887706254679e-05,0.0699959691787186,1.6537199229376995,3.2821445857558045,0.0,4.872468686956277e-07,1.136835263131055e-07
55,parameters/encoder.roberta.encoder.layer.6.attention.self.key.weight,1.9743729619106233e-06,1.944311670058324e-13,1.0864322646106036e-06,2.672732722568354e-06,-3.5722235319720105e-05,0.0676760636402337,1.7086385172940244,3.9707388148338554,0.09567228134928821,1.106431579321862e-06,4.4094349638681867e-07
56,parameters/encoder.roberta.encoder.layer.6.attention.self.value.weight,6.554370507247111e-06,3.433549454958226e-12,9.85652007557064e-07,7.474660865581385e-06,-1.1008299063884234e-06,0.0503627604184106,1.6053239753789696,3.377213457155393,0.0,2.2017697729058343e-06,1.852983932730725e-06
57,parameters/encoder.roberta.encoder.layer.6.attention.output.dense.weight,2.6583414347943125e-06,1.4396777129595843e-12,9.018911459592998e-07,4.726370552729066e-06,2.2622199139802563e-05,0.044944080396327,2.6057397070936164,7.71975752196688,0.0,4.044224541095196e-06,1.1998657062186519e-06
58,parameters/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.weight,2.119223839391623e-06,1.9277230386356782e-13,9.247348918100147e-07,2.3708855640720755e-06,0.7852141991800935,0.1454492201969891,0.2700588729436449,-0.2566855628336357,0.0,1.954414445971386e-06,4.390584287581412e-07
59,parameters/encoder.roberta.encoder.layer.6.intermediate.dense.weight,3.801811732247564e-08,1.3586443693232304e-16,1.0446820613496886e-08,5.278944362113499e-08,-0.0092098278112727,0.060007831934991,2.312761667929553,6.709061101184059,0.0,4.2154091897724746e-08,1.1656090122005879e-08
60,parameters/encoder.roberta.encoder.layer.6.output.dense.weight,2.256765465081122e-06,6.629118396585668e-12,1.0682216191688052e-06,1.0481331179173297e-05,0.0002538515967199,0.0502949086527184,5.664336451976239,38.85758420311895,0.09907916411140623,7.0374710435620945e-06,2.574707439027912e-06
61,parameters/encoder.roberta.encoder.layer.6.output.LayerNorm.weight,1.2602011812380188e-07,1.8744140690256003e-15,9.282802828006936e-08,2.3893311924253155e-07,0.6689121995780923,0.1337270935841199,-0.28485659713848144,-0.7626953750872125,0.0,2.1785559833246735e-07,4.329450391245521e-08
62,parameters/encoder.roberta.encoder.layer.7.attention.self.query.weight,2.1081249582177997e-07,1.5772726691125034e-14,1.0641085402962232e-07,5.973791249702148e-07,6.062533815187235e-07,0.0751172360038982,1.417749996673715,2.52789131304396,0.03261449349357939,2.5630870906711876e-07,1.2558951664500124e-07
63,parameters/encoder.roberta.encoder.layer.7.attention.self.key.weight,7.014585518068318e-07,4.513697736732408e-14,9.766775098414726e-08,8.634649928536136e-07,-1.999826519573251e-05,0.0729838416881349,1.6959173890965364,3.3477800399471227,0.0,6.84318043948231e-07,2.1245464778941432e-07
64,parameters/encoder.roberta.encoder.layer.7.attention.self.value.weight,3.537537591595339e-05,2.294838535138682e-10,1.0868235345490898e-05,6.568724141752845e-05,-0.0001384314175444,0.0443234555441302,1.541068659370777,3.0681528718502444,0.0,1.695256773223694e-05,1.5148724484717132e-05
65,parameters/encoder.roberta.encoder.layer.7.attention.output.dense.weight,4.473929901832169e-07,5.612975985655071e-14,9.48930232843008e-08,9.291168501415729e-07,1.953889443484899e-05,0.039087298509953,2.4793637236995436,8.841379001474415,0.0,1.8725878036088762e-07,2.3691720042358838e-07
66,parameters/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.weight,7.23776421193974e-05,4.719112586049671e-10,9.006935381225048e-06,7.858618754270337e-05,0.8051789876384037,0.1374376907114736,-0.12553150528330487,-0.38350243858298605,0.06564248876118177,2.933926132471442e-05,2.1723518559500602e-05
67,parameters/encoder.roberta.encoder.layer.7.intermediate.dense.weight,6.6882537882026996e-09,3.692914256873382e-18,1.0410910894631832e-09,7.849867342805247e-09,-0.0076559522379477,0.0605365332846163,2.186340044471274,7.817748753497096,0.023090635122325367,3.11607311090827e-09,1.921695672283565e-09
68,parameters/encoder.roberta.encoder.layer.7.output.dense.weight,2.145169704328643e-08,1.9846666318794482e-16,9.853224223264967e-09,5.780183417130585e-08,-0.0006588076272084,0.0546666985913124,5.049526956267015,30.169850507652445,0.0,1.4481917881206937e-08,1.4087819674738348e-08
69,parameters/encoder.roberta.encoder.layer.7.output.LayerNorm.weight,3.2442766291528463e-07,6.5793545393237394e-15,1.0857155475944803e-07,3.990156930053778e-07,0.7001070789507743,0.1177841863660798,-0.2068788634306265,-0.9028220740261135,0.0,1.9568130264457913e-07,8.111322049656111e-08
70,parameters/encoder.roberta.encoder.layer.8.attention.self.query.weight,2.0295907614083794e-06,2.352216947595962e-12,1.0201631010763101e-06,6.466807910351271e-06,0.0003352391902891,0.0678050763640417,1.4178008477430981,2.501188694331302,0.0,5.880217870871726e-06,1.5336938897954709e-06
71,parameters/encoder.roberta.encoder.layer.8.attention.self.key.weight,5.629550285440848e-06,2.198119396270059e-12,1.0257273134282576e-06,6.405935316208578e-06,-0.0001140602235522,0.0664901459710272,1.9661977019127892,4.404712667555815,0.0,6.381388204308509e-06,1.4826056104945976e-06
72,parameters/encoder.roberta.encoder.layer.8.attention.self.value.weight,2.0881992920063097e-06,9.945711323824413e-14,1.0758838205438844e-06,2.1887747883909368e-06,-0.0001314638711713,0.0460467139593692,1.4770674623667472,2.9770493504148177,0.0,1.1803367450904457e-06,3.1536821849743227e-07
73,parameters/encoder.roberta.encoder.layer.8.attention.output.dense.weight,2.299520822147299e-06,2.017792079386501e-12,9.287144403075507e-07,5.253753530941855e-06,-1.44235682614567e-05,0.0397228802413713,2.6490884021157544,8.430734020588114,0.0,2.7903298156263246e-06,1.4204900842267435e-06
74,parameters/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.weight,3.437987172766078e-07,1.2405389839956464e-14,9.769278240060822e-08,4.87528027790329e-07,0.8202462571013406,0.1274096201927007,0.18814482244117958,-0.8950629349741216,0.06603987804198053,3.3435769729397596e-07,1.1137948572316389e-07
75,parameters/encoder.roberta.encoder.layer.8.intermediate.dense.weight,1.5515538274298534e-08,6.4402688572733386e-18,1.0645725345690645e-08,2.0631662969848573e-08,-0.0097034938058252,0.0590996329857824,2.455494736048417,8.13595054905004,0.046486423715154906,1.4485431479333892e-08,2.537768479840771e-09
76,parameters/encoder.roberta.encoder.layer.8.output.dense.weight,1.3882706396101176e-07,1.8651091837229237e-14,1.0491805589229814e-07,5.829661124307191e-07,-0.0003363722775243,0.0532158063514446,5.183197390243649,29.61133520973508,0.0546072726990762,4.0805025573493124e-07,1.365690002790869e-07
77,parameters/encoder.roberta.encoder.layer.8.output.LayerNorm.weight,2.1032136170695125e-07,1.134820418738467e-15,9.455442179063457e-08,2.1371350001881887e-07,0.7290809151600112,0.1044567410021125,-0.34642998497243765,-1.1595151375466939,0.0,1.275393595474195e-07,3.368709573024168e-08
78,parameters/encoder.roberta.encoder.layer.9.attention.self.query.weight,2.3613679542052973e-08,4.77556648042133e-17,1.0244815792841679e-08,3.6124746344774424e-08,4.886740605817174e-06,0.0666368758297405,1.3731007262001669,2.743493398970191,0.05189989323643072,1.5601769347593657e-08,6.910547359233804e-09
79,parameters/encoder.roberta.encoder.layer.9.attention.self.key.weight,1.861676382269148e-08,8.04825719369149e-18,1.0457097703793396e-08,2.0623820493028823e-08,0.0001054728302025,0.0656923598400198,1.7614937781121178,3.4234350980371295,0.0,1.3902199989800795e-08,2.8369450459414068e-09
80,parameters/encoder.roberta.encoder.layer.9.attention.self.value.weight,2.9197412758033153e-08,9.925875522135591e-17,9.110348895133518e-09,4.166285877571326e-08,0.0001962945288293,0.0437032204800367,1.2014837941178191,2.6063104736394815,0.0,1.1945437046779898e-08,9.96286882485943e-09
81,parameters/encoder.roberta.encoder.layer.9.attention.output.dense.weight,5.1918615929922e-07,1.495556236006781e-14,9.596765033079485e-08,5.222482011271553e-07,1.94073869581012e-05,0.0385479078635893,2.3382790124933472,6.654386302103562,0.0,3.953269039163451e-07,1.2229293667284226e-07
82,parameters/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.weight,3.812800936561498e-07,1.2796253217164847e-14,1.0470866894652138e-07,4.920458962467309e-07,0.8358774468845995,0.1157458946614363,-0.14591968856640194,-1.0385748197951998,0.0,4.562601981439407e-07,1.13120525180733e-07
83,parameters/encoder.roberta.encoder.layer.9.intermediate.dense.weight,6.167634503165778e-06,4.68801760831821e-12,1.0813761116975498e-06,9.073593963149377e-06,-0.0096372394535785,0.0541424680423519,2.3974468191109435,8.812535716490888,0.0,1.0938847733482393e-06,2.165183042682121e-06
84,parameters/encoder.roberta.encoder.layer.9.output.dense.weight,3.7057033157473375e-09,2.7369089717870475e-18,1.099008929909741e-09,7.890124944938724e-09,0.0004309104168227,0.0507270085497045,5.668647731272274,37.77283523397338,0.0,1.8765077623019507e-09,1.6543605930349786e-09
85,parameters/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,1.4332233182154659e-08,3.8995545080966525e-16,9.294181076241088e-09,7.212844424769961e-08,0.720347707373245,0.0826859826398183,0.35709048955157435,-0.5647339064305283,0.0,1.3755895356714304e-08,1.974728970794892e-08
86,parameters/encoder.roberta.encoder.layer.10.attention.self.query.weight,1.0626072215644364e-07,7.66758859711181e-15,1.028661293667608e-07,4.3792990674826317e-07,-0.000357493490526,0.0667074052340103,1.484676584526371,2.331738403922308,0.018791558415466626,3.017803565523851e-07,8.756476801266483e-08
87,parameters/encoder.roberta.encoder.layer.10.attention.self.key.weight,6.664860072381303e-07,3.016727753939532e-14,9.687061614602688e-08,7.280560597511267e-07,-4.626497788395336e-05,0.0645173706528137,1.3930549928453664,3.0834437064817983,0.07827444263590073,1.7296533368411845e-07,1.7368729815215423e-07
88,parameters/encoder.roberta.encoder.layer.10.attention.self.value.weight,2.5877147779661794e-08,1.0483020275194685e-16,9.092527087384863e-09,4.362874856551974e-08,-0.0002295881824952,0.0456764156255555,1.5191637072298434,2.215364033838031,0.0,1.928211831199445e-08,1.0238662156353575e-08
89,parameters/encoder.roberta.encoder.layer.10.attention.output.dense.weight,2.9353680875153247e-08,6.877078187354343e-17,9.737150796168635e-09,3.9810401191646726e-08,-2.1322360426338786e-05,0.0413487074960215,2.2404769257100643,6.885367163415032,0.031808650263178764,3.1665767668987206e-08,8.292815075325354e-09
90,parameters/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,3.006826657111223e-07,4.99649797470036e-15,1.0173854427683266e-07,3.5389046238675226e-07,0.8036215130705383,0.0807299328178243,0.5820857309396789,0.12024176118445125,0.06507577379770173,1.789760805367195e-07,7.068591072272012e-08
91,parameters/encoder.roberta.encoder.layer.10.intermediate.dense.weight,3.886549475140818e-06,6.075663410136942e-12,1.0705093291716178e-06,9.901908471910567e-06,-0.0074943658209432,0.0499153099567255,2.8903314590945133,9.370470824023107,0.0,4.876711836145898e-06,2.4648860846166788e-06
92,parameters/encoder.roberta.encoder.layer.10.output.dense.weight,2.1677359925211513e-07,2.8406341268804427e-14,1.0658515860146089e-07,7.669489813036951e-07,1.2296286298535408e-05,0.0467527333033312,4.548490075999564,25.05846947777291,0.0,3.5392633487822624e-07,1.685418086671804e-07
93,parameters/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,1.976766929401202e-06,1.6283627002206924e-13,1.0416195663955933e-06,2.489614220750577e-06,0.7203955051178731,0.0694785391721857,-0.02936810702852496,-1.1958328318683444,0.0,1.0784677867044298e-06,4.035297634897198e-07
94,parameters/encoder.roberta.encoder.layer.11.attention.self.query.weight,2.4498968502756147e-09,5.735660163150328e-19,9.084587132315113e-10,3.4530129191353332e-09,0.0001774048330137,0.0681766388075035,1.485388773403955,2.6758030299495954,0.0,2.631428884973516e-09,7.573414133104256e-10
95,parameters/encoder.roberta.encoder.layer.11.attention.self.key.weight,4.084351253080138e-05,3.0722126647915145e-10,1.0190573631486889e-05,7.331575713685173e-05,-7.673381010900008e-06,0.0672146966660593,1.435291500541257,3.72750816610266,0.052180675413216186,1.9063005502094508e-05,1.7527728503121885e-05
