fields,0.7723480233367569
roots,0.7689366295587581
magnified,0.7670773221814724
d328ddcadb24d1b1961bd05a7676bc8f54b6776f,0.7661692654644872
specifies,0.7606775126065899
2011.3.1,0.7599945982884811
owning,0.7571193277287341
block,0.7560047012144067
console_script,0.7555293060719245
serializing,0.7547876086141543
rejects,0.7541293141176832
servicenotfound,0.7538471950060629
virtualpowerdriver,0.753510606261219
mis-use,0.7514964292702419
-k,0.7487511217194953
validating,0.7472362891594808
gzipfile,0.7457771760623582
towards,0.7446653241365697
1079211,0.7429644708504086
w/o,0.7403199815567427
combination,0.7380082517086572
1030078,0.7375169847100687
grenade,0.7373948719975716
accident,0.737157384011538
tolerant,0.7369737077730365
wadl,0.7334415753142647
939060,0.7323323750716239
'columns_to_join,0.7309327651582591
nova_ipam_lib,0.7305824136162957
utils.mkfs,0.7295877884404517
covers,0.7294911570110323
nobodycam,0.7264248963741154
1.5.4,0.726004771923298
t.,0.7259979954504863
misses,0.7219140141267057
terminateinstances,0.7206011360294453
cloudwatt.com,0.7206010553534032
period_beginning,0.7192136649237727
1262288,0.7179242860256756
undocumented,0.7146306244014383
booleans,0.7137070903777698
hid,0.7135832861729291
enabled,0.7134267370691364
mechanical,0.712627788950452
swift-proxy,0.7105745074473336
1084618,0.7097590181562647
misconfigured,0.7071047960510263
tests/etc,0.7059759520284631
service_create,0.7037099323230501
'supported_instances,0.6999938310120882
changed-ness,0.695373206805981
'value,0.6937371550222268
subrequests,0.6935545879615312
complete,0.6934041201420532
servicecatalog,0.6893385031940655
outright,0.6890097397037696
identifies,0.6868766298583107
e53fe85,0.6862110323904228
respect,0.6848578638381699
'quota_metadata_items,0.6821849441158376
heterogeneous,0.6819815102790424
instance-store,0.6811007174524524
xargs,0.6810984724291538
connect,0.6802302194062063
utils.finish_process,0.679803590629481
display_description,0.6791957784602506
image.upload,0.6784499929537646
came,0.6783640274469412
db.key_pair_*,0.6771808099557077
discover,0.6761606033328017
unsetting,0.6744087061629042
'mode,0.673913925896463
introspect,0.6721080252702997
rollback_live_migration_at_destination,0.6707492231641433
vm-data,0.6701779911128141
lp:1019348,0.6696349890844274
dmcrypt,0.6682589147693279
amqp,0.665155313492384
colorizier,0.6624369279402064
likewise,0.6606274939166914
misspelled,0.6576431543732706
ansi,0.6568615294379474
flat_injected,0.6556077712923004
_delete_image,0.6552543299617848
catalogue,0.6550524202154705
regenerate,0.6542710053160388
selection,0.6532608756888959
0755,0.6524359457663506
os-server-external-events,0.6513531486204176
insertfromselect,0.6498420624044411
n309,0.6474605368535631
reference,0.6467803517950778
pydev3,0.6464996075631491
ioopsfilter,0.645939139301798
_destroy,0.6431467555395882
sides,0.641891862989475
yet,0.6418727742310969
virtual_interface_get_by_uuid,0.6416296661221859
docs,0.6410112193417006
test-requirements.txt,0.6392564873655342
lately,0.6389085339404212
force,0.6384494992512434
inactive,0.6378200862052975
'raise,0.6373771083275888
potentially,0.6369932519009427
persistently,0.6368699424100268
bp/no-db-compute-manager,0.6353692257301553
moment,0.6319706204198265
getinfo,0.629075892353606
discussions,0.6286078400404513
resource_tracker.instance_claim,0.6278614243751336
socket,0.6278293270452928
*without*,0.6261326195864744
charset=utf8,0.6256035092592079
absense,0.6247849318116807
_list_hosts,0.6241652696363881
nova.network.linux_net,0.6240570914608896
context.read_deleted,0.6239490413003307
gather,0.6223913403076649
bigint,0.6199392753975935
update_stats,0.6188490583823376
service_get,0.6177772999013278
nova.conf.sample,0.6167961928133376
human,0.6162796293346516
layout,0.6157871736830983
mutables,0.6153936421280723
404s,0.6153057050110793
nova/virt/,0.6146235334761652
aforementioned,0.6144629129679496
free_capacity_gb,0.6144524050534931
hvs,0.6143846143726145
runtimeerror,0.6139952927022906
prevously,0.6136375479499334
module-commands,0.6135000610459727
invalidparametervalue,0.6130552929267835
red-herring,0.6129886223800276
'unplug,0.6128464612006613
interest,0.6117083835243813
ssync_receiver,0.6115776097664747
zhiteng,0.6105093069463258
threads,0.610276778163805
openstack.common,0.6099678217540832
lfs,0.6088249791802007
entrypoint,0.6055732275299849
943493,0.6043873449699775
changed,0.6033925611273564
copy_volume_data,0.6031862104707005
traces,0.6029879747919772
dns_domains,0.6024463462039295
volume-attach,0.6023917583455758
e127,0.6015614708800843
together,0.6013173958259965
nova-volume,0.598343015765836
typed,0.5969069927091188
prefixes,0.5969011753590548
look,0.5963653054938873
compute_node_get,0.5958205699318487
get_vnc_console,0.5944909303526731
require_context,0.592908794428278
test_evacuate,0.592363492976987
1065531,0.5919829607247586
make_pre_authed_request,0.5916795312015696
x-role,0.5915594570122331
co-authored-by,0.59070544596963
compatability,0.5895831241556453
examine,0.5890190433020897
verbose,0.5879905085452761
spinning,0.587720207345921
understanding,0.5875351562075433
finally,0.58623517645597
portante,0.586174594191757
wmi,0.5860575154913126
x-container-*,0.5857839165629525
api.openstack.volume.volumes,0.5856925627572066
tools/flakes,0.5856870833027845
writer,0.585651738071186
accurracy,0.5845602184726526
apply,0.5827915362586202
hostid,0.5826905780122336
workable,0.5824404559455751
fa05b7c,0.5823402949355694
tree,0.5817340291570736
superflous,0.5814372503441411
downgrading,0.5813983560075859
f812,0.5813528867538713
'registry_port,0.5806305021062442
unit/v1/test_api.py,0.5799461828446956
parity,0.5798940616604719
unacceptable,0.5789686327831307
than,0.5789013483886595
nova.api.auth,0.5769889902929805
resolution,0.5762678460580091
readuntil2crlfs,0.5751939815781273
mox.stuboutwithmock,0.5744728483420578
vm_vdi_cleaner.py,0.5740158880006853
nexentastor,0.5739403915812232
callable,0.5732933081387284
1029762,0.5730114928625165
complication,0.572969012940414
9408d79e7413aadcba52a61b7a33164090785e4f,0.5724948480209774
libvirtconfigguestcpu,0.5713296050469473
weigh,0.5707350094928814
m-l,0.5699773108110084
osapi_max_limit,0.56983255424023
db.instance_destroy,0.569731197239315
iniparser,0.5695778669321458
normalization,0.5686492085025928
overwrites,0.568504112269663
-e,0.5681077497217066
qemu_img_info,0.5671348930940217
virt_type,0.5656957276396863
__repr__,0.5654145518193352
anymore,0.5652650912977992
vmwareesxdriver,0.5648891541739656
databasemigrationerror,0.5639283785321467
nit,0.5637579033677496
cookiecutter,0.5624646603461418
tell,0.5623152935432472
quick,0.5618430356761053
hostless,0.5617539291755679
zhiteng.huang,0.5611407711544348
80b11279b,0.5611368077638859
/v2/tasks,0.5609583697775388
nova/api/,0.560192448328017
mismatch,0.5600118517696351
nova.tools.esx.guest_tools.py,0.5593893652730921
appends,0.557710986827224
partially,0.5576629234926335
availabilty_zones.set_availability_zones,0.5573896851503534
fashion,0.557354984752112
force_delete,0.5573022289991705
instance_usage_audit_period,0.5572969716383183
constructing,0.5571955359146614
xenapi.failure,0.5569953134231438
vv,0.5562447847581296
test_create_store,0.5561409208332008
describetags,0.5547231605219609
numeric,0.5546791231723264
instance_fault_create,0.5544779099354944
access_log_headers,0.5537365128544298
heavy,0.5536028581253091
.ini,0.5533312316959234
consulting,0.5532333017908839
xmls,0.5532161560976298
_decompress_image_file,0.5529856141473408
targets.conf,0.5524497274916323
service_name,0.5517359709719656
noauthmiddleware,0.5515460627898567
compute.api.api,0.5512868138084597
1070509,0.5510792958420208
instance_get_all_by_host,0.5506325870217852
'locals,0.5502320346752375
digging,0.5493156033959543
oldest,0.5467829326308756
compressingfilereader,0.5465064095558037
continuations,0.5458362288729236
nova/quantum,0.5456692707500934
verifies,0.5449024926913645
n_exc,0.5448393457679448
deal,0.5445624169041315
rabbit_durable_queues,0.5444372294588758
configure_db,0.544416267827004
access_record,0.5441639735647741
long,0.5441430079234636
relax,0.5438238277434282
tombstone,0.5424431471995894
db.volume_update,0.5422375731909943
redefinition,0.5422248579683907
storage_availability_zone,0.5421311689939007
servicegroupunavailable,0.5417583999432449
_get_min_sectors,0.5406494119464904
libvirt-opts-group,0.5405714945676028
communicating,0.5405629041435244
yielding,0.5403932136899648
nova/flags.py,0.5401987040449246
compute_fill_first_cost_fn,0.5398245109561709
security_groups,0.5384600856961751
remotefsclient,0.5383322590541023
1050359,0.5374975089803878
disk_write_bytes_sec,0.53733711493804
conductor_api,0.5372161178211267
setup.py,0.5368352401836967
nova.network.model.vif,0.5361909581471428
./bin/nova-manage,0.5360398502121474
irrespective,0.5355704051162695
isolated_hosts,0.5355202496510457
rabbitmq,0.5351731958305163
prop,0.5350974630083403
doc/ext/cinder_todo.py,0.5341995057797778
get_record,0.5341548537788061
boilerplate,0.5336477081263558
update_store_acls,0.5334538634551266
test_extended_availability_zone.py,0.5333315453286895
specifics,0.5332355785295726
_create_domain,0.5329144775525996
=2013.1,0.5328614004292654
yaguang.tang,0.5313770117439727
ramdisk/kernel,0.5308640918349846
poolevents,0.5306732778007976
chuck.short,0.529754692992574
kernel_id,0.5296169649995018
disassociation,0.5284372490514906
argue,0.5282727164899257
listening,0.5278919900574036
sos,0.526672163355612
conf.database.connection,0.5259817440078258
liu,0.525816405823184
co-author,0.5252131851535182
vir_domain_start_paused,0.5246010096027751
'll,0.5243072807584244
fall,0.5242848751501548
non-string,0.5241331751794801
867627,0.5235694831973302
test_volume_utils,0.5235527401641146
wsgicontext,0.5229376409322057
etc.,0.5226283894372851
can,0.522422492775913
intent,0.5206266641317784
_check_image_size,0.5203932198021357
vlan_interface,0.520265239145282
glance_metadata,0.5200797119009293
per-user-quotas,0.5200373626101175
six.add_metaclass,0.5196509310589023
45,0.519594451028947
rewrite,0.5192990233477253
'attaching,0.5188002254644342
entry_points,0.5185416995243206
interprets,0.5180584033614033
'ip,0.517393663799898
portals,0.517223142834213
surface,0.5171490823084726
pep8==1.3.3,0.5169739198738272
anytime,0.5167500866773603
aggregatemetadata,0.5165153320812933
choosing,0.516355323247073
admin-only,0.5158022784456292
pinned,0.5156510169613898
interact,0.515120141439556
groups,0.5147475573702753
utils.runthis,0.5143255241696666
distribute,0.5140418922892804
opening,0.5136697907884995
'group_uuid,0.5129216649047414
h401,0.512710592579846
invocation,0.5123678925384443
gates,0.5123651698731377
return,0.5122793961629311
automatically,0.5122032301926699
import_opt,0.5118098617320176
test_get_volume_stats,0.5115907858789381
openstack-licensing,0.5110006501819884
imagebackend.py,0.5108057067020921
violation,0.5104398449285408
customer,0.510226476160287
coercion,0.5101243652011035
tracebacks,0.5095278935068952
bizarre,0.509466488631799
swift.conf-sample,0.5085104687165903
builder,0.5082228404010347
millisecond,0.5081940941609734
nodbtestcase,0.5080681235143987
ahead,0.5077847295552983
migration_get,0.506701961948193
is_valid_ipv4,0.5064118711195437
enclosing,0.5049392505694332
durable,0.5049325157991397
justify,0.5047632683021803
years,0.5043319037672637
importutils.import_class,0.5042737969288861
acces,0.5042111313392033
shane.wang,0.5034517923878561
quorum-size,0.5034473262122579
userdevice,0.5034404308077111
0swaps,0.5033529326463118
i22c8d70e3e70f2d2421915da66c2618688e0db2b,0.5033055990868485
identifier,0.5028072399707577
test_servers,0.5027022883179469
clauses,0.502633910591581
cfg.py,0.5025983149710814
overlimitfault,0.5021846954822056
923941,0.5012832192976954
catchall,0.5008592414466815
_drop_unique_constraint_in_sqlite,0.5005647200627629
asynchronous,0.5004782033896336
vmwarevcdriver,0.5003698258416066
an,0.499958567065215
targetgroup,0.4998175181479853
sqlalchemy-migrate,0.49967709417778106
displaying,0.49948469374042204
non-primary,0.4984680701751074
licensed,0.49835177445133416
get_glance_client,0.4979124240994553
_update_image_state,0.4976706480551518
extending,0.4975294458896218
'attach_time,0.49747176526891607
resize_disk,0.4970837923381649
differentiate,0.49682644374414
attribute,0.49680154314246044
neglected,0.49669252383655405
only,0.49656900547992233
cmdline,0.49648012699115734
separate-nova-adminapi,0.496188111891715
1300148,0.4961838799648969
_live_snapshot,0.496121175538332
benefits,0.49564245143809105
authenticating,0.495556287598114
unlinkold,0.49465567744718386
compose,0.49411620252369254
exception.py,0.49383833013186185
publisher,0.49380426592679405
v1.0.1,0.49370406659115346
memcache.conf,0.4934194345737748
multithreaded,0.4932438698761746
1220856,0.49232275945539417
v2,0.4917051620061095
store_utils,0.4915963856802989
controllers,0.4910437216719718
preparing,0.4910102095535156
imply,0.490278426642899
computenodestat,0.4901422067200186
conductor.api,0.4899757970280808
i474c3660e1cbd3ab663571b1e088c84deb905e0b,0.48978067814703574
've,0.4887619123011737
handled,0.48873929055251947
'pending_delete,0.4885135208049318
api-v2-links,0.48801153466384306
tick,0.4880002219822592
duplicated,0.48746419592375617
flaky,0.4873336897758753
1.3.,0.48689644609479626
rc.local,0.48667627992028634
fetcher,0.4865464643311983
rebuild,0.4863601036643482
according,0.4859497435388943
relaxes,0.4857999888982218
instance_get_all,0.48563387674660785
'cache,0.4853129522954296
queues,0.4848111021910473
compiled,0.484709276059148
glusterfs_disk_util,0.4839832793660637
prerequisite,0.4829077397082116
dependant,0.48243092571094787
whereby,0.48218469340313835
regexps,0.4817537162512851
needless,0.48170734243899843
'values,0.4814607006234552
004,0.4809479168155198
-exec,0.48065690396168764
quietly,0.48065245180718513
affecting,0.48036739038220977
if-match/if-none-match,0.4800832053896604
web,0.4798674352712576
succeeding,0.47978938143364186
libvirtconfigcpufeature,0.47974734401008545
roman,0.47932146263402536
service_get_all,0.4793172614171261
ignore_hosts,0.47927431106440316
_context,0.47900337663373455
stands,0.4788437647235129
x-cluster-client-ip,0.47868626974235595
detection,0.4782837449435476
tiers,0.47792402536085155
0.8.0,0.47743840201918286
validate_connector,0.4774116470841773
lacks,0.47717219014533585
parser,0.4767398224184911
svc,0.47654858068622763
'network_info,0.4759497196810981
externed,0.4740309024558852
1194393,0.4740141546918115
wsgi.input,0.47389148999732916
behaves,0.4738051268585596
service_id,0.47372467274351965
_fake_create_session,0.4734102690857924
natsume.takashi,0.47310800394978125
prepares,0.4730673886257014
010,0.47244770690984494
including,0.4723769646699786
models.timestampmixin,0.4708809714814637
drys,0.47079692072428625
admins,0.47059892785370644
account/container/object,0.4703823567907019
undesirable,0.4699729791198804
else,0.4699556500910541
vendor-data,0.46892300109837237
makes,0.4688712758497902
cleaning,0.46843067425127644
non-default,0.46823103875376576
made,0.4682261584966132
146,0.4677025823443527
il.ibm.com,0.46767952951633235
good,0.46681753568597306
standardized,0.4661382960904347
cpython,0.46594235872357787
timeouts,0.46563408260540506
beyond,0.4655905301964489
'allocated_capacity_gb,0.46532727359829923
greenthreads,0.4644756550191945
durable/auto_delete,0.46392736333317536
add_aggregate_host,0.4637889507169063
runinstances,0.46345361679343966
implied,0.46340296439766365
libvirt-python,0.4630138781218495
motivation,0.4628058310789088
suspect,0.4626520688424753
communicate,0.4625899257400999
strings,0.46225329117861136
replaced,0.4622516807554783
852095,0.46223168788556646
1078062,0.46210454707643683
ronen,0.4618507593776815
1190149,0.46148027967868316
sfdisk,0.4614734788360329
arrive,0.4612648648181885
loggers,0.46118293918745756
ldapgroupmembershipnotfound,0.4607466875560742
llc,0.460272960295855
dhcp_domain,0.45993695630034054
ldapgroupnotfound,0.45954896123217565
multi-tenant,0.45942182036116536
cover,0.4594126542012415
inbound,0.4589837793377782
dataerror,0.45874903416209256
brokers,0.45865229891886994
reporting,0.4580536351697818
repair,0.45804529622619794
nova.virt.disk.api,0.45792485510532743
backward,0.45762061509345575
ie6f104368140b69a60e124ea96ef6bf7715fe34e,0.45732740797415494
libvirt-vif-driver,0.45732250033752364
wait,0.45726323194163654
test_db_api.py,0.4569351686256949
skipping,0.45661685207680885
appending,0.4563051384655713
bombs,0.45610703228045696
decouple,0.45599489472282206
request_utils,0.45569060445163123
characterize,0.45552776981012266
flavor-create,0.4539055196551859
a55bbbfa1957d02b3006a51afcf4984a1f8ff886,0.45387266867160986
nova.network,0.4538500965327657
'control_exchange,0.4537663458681175
disassociating,0.45277366580418493
replicates,0.45275875660178866
s1rp,0.4521913175376768
concatenating,0.45160065379848724
fit,0.4515628722063627
'key,0.45145723119411424
manual,0.45104623457188636
default_max_cache_size,0.45085160105860755
glance/openstack/common/__init__.py,0.4506169771648894
'assert,0.450610818348106
deallocating,0.4502108037583492
collections,0.44993030833075787
subdir,0.4495250873586178
kat,0.44948394275240366
precaution,0.44921505586439126
drying,0.44879609843996543
create-from-snapshot,0.4487292763985433
2013.2,0.4482908537734446
1099399,0.44823954334934596
f823,0.44815829017200043
asking,0.44802362893466163
transferring,0.44772876247403715
volume_get_iscsi_target_num,0.4472977820401891
quota_injected_file_path_bytes,0.4464815023443007
respond,0.44580283514573454
archives,0.4455369511825395
alert,0.44545944052391506
nova.virt.vifdriver,0.44535156117302066
fiber,0.4447180737940621
'from,0.444600926446107
fake_service_get_all,0.4444658322868541
'is_public,0.4444073554610683
flags.host,0.4443557976981149
test_create_location,0.4442921420860094
non-zero,0.4440792689121804
per-aggregate,0.4439635710620713
exist,0.4439358396168646
dis,0.4435134060322288
introduction,0.4434434427305149
891738,0.4432169080510163
l2,0.4427436885353282
2010,0.4427284665335667
'down,0.44261761485774226
schemes,0.4419943418908859
tiny,0.44177310957175564
glance,0.44050853003680307
assertgreater,0.4404395822276841
modules,0.4400225747281047
'id,0.439510485026375
networkduplicated,0.43920255255339086
ratio,0.4388615032751242
denied,0.4387842411953095
nfs,0.4385827649494322
trigger_security_group_members_refresh,0.43795117516052573
multi-backend,0.4377902499706067
test_databases,0.43763278751428647
confkeymanager,0.43756556862610396
say,0.4375511244417179
intend,0.4375278992107116
greenlockfile,0.43720725908513536
near,0.437057554897179
dest,0.4368949708548741
_local_delete,0.43676782274266923
blocked,0.4362843652862059
do_setup,0.4353807599105737
instance_type_id,0.43494268603544783
pep,0.4346744721379667
v6,0.43457856345515816
infrastructure,0.4345514725653549
/images/detail,0.4339001045851531
runs,0.43360881501883647
^m,0.4335527124609011
memcache,0.4335478526433612
libvirt_local_images_type,0.4333534540885469
alternative,0.43303200848697565
get_iscsi_initiator,0.43262222784691307
mismerge,0.432453623707712
working,0.43211244975520113
arg,0.43209481814807205
_detach_volume,0.4316793444107021
unwrap,0.43156524868872614
rhel,0.4313640250446482
post_live_migration_at_destination,0.4310499939846775
replication_dump,0.43098038300433406
replicated,0.4301112520834643
__unicode__,0.42974621165412097
imagehandler,0.4296562532284875
iscsiadm,0.4295279215348372
horrendous,0.42947963556209456
emc_smis_common,0.42945395759557325
backdoor,0.42934227646984874
exercise,0.4291958485900263
inferring,0.4289649198849996
iptables-save,0.42872930080287097
nicely,0.4284355826812176
start/stop,0.42815885692647637
'cls,0.4278249570747385
forcing,0.42774994508944963
tranfers,0.42750299019453536
nova.objects.basenovaobject.indirection_api,0.4274478480559528
independent,0.42737424386185663
fixedips,0.4273605169804114
nova.tests.utils,0.4272314475634618
context,0.42683478349760795
db_preallocation,0.4266448121167009
volume_metadata,0.4264129818778981
sm_volume,0.4260167706784862
mitchell,0.4254058676196313
quantum_use_dhcp,0.4254037337324767
'usage,0.42518693563177645
diane,0.4250744829180592
foundation,0.4248334372998472
messing,0.4247206536421848
exposure,0.4244706932190314
unpack,0.42445118326572623
installations,0.42356911474445197
005,0.4235463516871084
quota_class_set,0.4234451714823566
rule,0.4233048336681161
nova/compute/power_state.py,0.42249717267409315
easiest,0.42207627664626673
unpickles,0.42200075903498846
2013.1,0.4219546691778484
get_by_uuid,0.42153207973503987
corner,0.42107081617360986
follow-on,0.42081938583331796
evaluation,0.4205817452559732
synonyms,0.4202751384687695
synchronized,0.4197507289031444
processutils,0.4197185210634837
'test1,0.4197080150369379
dicts,0.4196964492243286
thinks,0.4195377700988188
soft-deleted,0.41912510359311844
netifaces,0.4186802584605658
uuids,0.4185596086017163
seed,0.41855820709941927
_change_index_columns,0.4182471959189265
ipaddressgenerationclient,0.4177558565922562
streq_const_time,0.4173384585061808
direct_client,0.4172246240747613
1030330,0.4170725205027898
explicity,0.41706079629985937
contact,0.4167557389859929
brought,0.41664533772561885
qpid-python,0.41643053680830605
ascii,0.41623247652838535
cinder.tests,0.4162156494757371
tz,0.41595514351500135
subtle,0.41581425815403794
excludes,0.4153081006166355
vif_details,0.41512308913365226
augment,0.4150489533275681
+0800,0.4147937894998921
sanitize,0.41470954219109885
percoco,0.414677345669448
entering,0.41454648334147864
'display_name,0.41433642513682994
builtin,0.4137930030789429
overlapping,0.4135327835661177
cloudpipe,0.41274734486996534
rebuilt,0.41258217019606225
script,0.41256413051970436
dump_recon_cache,0.4125190543942008
imagebackend,0.41218842891277335
'context,0.41215115955078235
2ce3461595a490c9a02272ee4a1ab1eb55c27f60,0.41200591667279063
require_admin_context,0.4116947317850015
'deleting,0.41104154859856057
lagging,0.41090030567926444
snapshot_create,0.4102314323704228
introduces,0.410183466136809
default_image,0.40998697576984194
snapshot-update,0.4098425877813409
r,0.409771840662661
monkey,0.40975076811315736
staging,0.4095107569161064
1103324,0.4094102566167578
offloading,0.4093782709533397
assertisnone,0.4086768208044316
cuts,0.4085581538942504
length,0.4083159047404279
truncation,0.4078283618906518
poor,0.4073325673452596
libvirt-lxc,0.4073122978455358
disk_config,0.40728834088598853
compliance,0.40720297644040265
classes,0.4065396691551837
snaphots,0.40630772025023865
ship,0.40614836700604096
.py,0.40609121662633085
corrected,0.4059153207768619
cinder-rootwrap,0.4046904551282327
log,0.4045834148574625
bubble,0.4044922105193911
expiry,0.4044779303378286
410,0.4041900052340924
periods,0.4041828307675607
1071849,0.4041091505946381
db_initial_version,0.4040518369924847
unicodedecodeerror,0.4039640864070052
async_pending,0.4036104427136614
months,0.40348608722044793
self.asserttrue,0.40333976490868345
test_host_filters,0.40323540871771435
'launched_on,0.4031939007746644
flavorextradata,0.4030193466856702
id4358c50,0.40269861201530216
:get_nodes,0.40249974730925925
cinder.utils.execute,0.4023553322692155
'non,0.40228425467594153
violating,0.4021906456488318
formed,0.4020061765679116
urlparse,0.4019151626633406
steve,0.40182522646044444
'qemu-img,0.4013957794341974
probe,0.40094308560614167
disable-server-extensions,0.4005401175434762
os-simple-tenant-usage,0.4004486474127066
perspective,0.40006901765636804
os_auth_url,0.400044355321981
start_tcp,0.40003801004676637
compute_node_*,0.3999818160749918
values,0.3999463107822686
additional,0.39992646289179934
hiding,0.3997846672155064
extensionsxmlserializer,0.3987789649475605
desire,0.3986867681352374
absence,0.39868568868637083
force_host_copy,0.3986489268456573
_test_network_api,0.398474491326329
why,0.39809145336685503
raising,0.39757168733854553
213,0.39752279324877043
libvirt_uri,0.3972237672800444
everytime,0.3969366687642377
test_volumes.py,0.3967987617449841
iterating,0.3967200695890984
'admin,0.39633511422495893
stale,0.39595146353050187
10000,0.39587895391207994
pragma,0.3952811653283064
:get_part_nodes,0.39520631754260016
protected,0.39513663776491154
vdi.snapshot,0.39457289468927914
hyper,0.39437150352896705
qpid_heartbeat,0.3941429480652524
sendfile-present,0.3940076504036335
non-0,0.39383210524440954
_get_images,0.3938273150558647
virdomaingetvcpus,0.3930810174355503
createimage,0.39303655612843147
'legacy_parse_uri,0.39288450417804577
1112483,0.39262065462021906
image_uuid,0.39243162597884607
delete_virtual_disk_spec,0.3922805496947762
quantumlinuxbridgevifdriver,0.3922452401926749
grammar,0.3921454731441717
formerly,0.39155865516977295
yay,0.39153944270231483
auto-created,0.39142331286851223
1153827,0.3911810485925117
nova.virt.baremetal,0.3907295311402123
strcmp_const_time,0.3906801056704987
libraries,0.39044130771182883
secret=true,0.39041878043951106
sets,0.3901007627280306
un-needed,0.3898964294225903
host_state_map,0.38986398362552077
_make_app_iter,0.389801003538032
variables,0.3897835793641743
compute_api,0.3896623741704692
_vdiskcopyops,0.3896011394860609
attach-method,0.3891652025604603
show_deleted,0.3890238196221095
derive,0.38901280276551553
project_id,0.38885660036218006
postgresql,0.38848853946213285
ready,0.38793487609526234
six.text_type,0.3878922931529199
remove-v3-xml-api,0.3876161218629837
existed,0.38719311157439606
certificate_*,0.38714752723354223
create_thin_pool,0.3871159578625741
unstub,0.386725195848708
quotas.rollback,0.38647490722418487
generate_uid,0.3863336717767326
hit,0.386169750061679
propogating,0.3860871426862545
instance_type_get_by_flavor_id,0.3854595378722014
auth_token_ttl,0.3851749788161854
context.is_admin,0.3850739508300777
images.py,0.38498309472915215
bm_nodes,0.3849051307511618
del,0.3841718754486052
re-scheduled,0.38402376049165854
proposal,0.384013352141399
remove,0.38400159494258085
fakes,0.3836525305210021
hooks,0.3836335730054147
restful,0.38335343995748733
smoke,0.3832556780955533
921838,0.3832165046855185
cheaper,0.3831385077353342
blog,0.3829290550175841
conflict,0.38250488335778215
top,0.38233024432646406
instancetypeprojects,0.3819886529720881
availabilityzone,0.38195352847567127
delays,0.3812808939419262
assertraises,0.38118464537690966
address/port,0.3811422430445933
_migrate_disk_resizing_up,0.3810519777926793
sm_backend_config,0.3808132614508577
bump,0.3805799296992056
processutils.execute,0.3805215979396655
aka,0.3804892253419211
flags.volumes_dir,0.3803348923955403
0f24d82,0.3803147269719825
interpolate,0.38001378873095115
put,0.3797714823916077
assert_unicode,0.37957693792044567
network.manager,0.37957142993500403
'creating,0.3792954199713694
reboots,0.3787900752871531
os.path.exists,0.3783102906729389
accountbroker,0.3779738244973687
_login,0.3778938983719191
file_only,0.37784651506296885
non-empty,0.37773077216417716
numbered,0.3776680160465936
5g,0.3775320104883576
fetch_to_raw,0.3770768063063277
diane.fleming,0.3769158458078106
stmf,0.3767814522118368
led,0.37647090029203223
apierror,0.3759543316640365
1223843,0.3759200651088858
certs,0.3757458869099637
task_log_get,0.375744275586304
httpforbidden,0.37570170656337565
choke,0.37556294240766436
httpresponse,0.3753485869370025
instance_get_all_by_filters,0.375342547576905
vm_utils,0.3751697092668042
honoured,0.3749897552495829
safe_encode,0.3746506947333117
12,0.3744328644892237
